id_n,restaurant_name,restaurant_yelp_price,restaurant_yelp_pricelevel,restaurant_yelp_cuisine,restaurant_main_cuisine,restaurant_address,restaurant_year_opened,restaurant_age,restaurant_yelp_av_rating,menu_year,menu_n_dishes,menu_descr_length,menu_descr_size,menu_craft_auth,menu_nat_auth,menu_avg_price,menu_min_price,menu_descr_length_abs,menu_descr_size_abs,menu_craft_auth_abs,menu_nat_auth_abs,reviewer_experience,reviewer_local,dc,michelin_rank,restaurant_star,guide_dummy,menu_year2017,best_out_dc,control_1,trend_dc,trend_boston,price_matched,priorstanding,priorstanding_vs_control1,priorstanding_vs_control2
15,Bistro du Midi,$$$,3,"French, Bars, Desserts",French,"272 Boylston St Boston, MA 02116",2009,9,3.934,2016,32,11.84000015,0.059999999,0.029999999,0.129999995,33.0,29.0,379.0,2.0,1.0,4.0,105.0,0.23,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,Bistro du Midi,$$$,3,"French, Bars, Desserts",French,"272 Boylston St Boston, MA 02116",2009,9,3.925,2017,19,10.63000011,0.0,0.0,0.159999996,34.29,25.0,202.0,0.0,0.0,3.0,105.0,0.23,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16,Blue Nile Restaurant,$$,2,Ethiopian,Ethiopian,"389 Centre St Jamaica Plain, MA 02130",2011,7,4.255,2016,29,19.59000015,0.029999999,0.379999995,0.0,12.73,11.5,568.0,1.0,11.0,0.0,60.0,0.3,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16,Blue Nile Restaurant,$$,2,Ethiopian,Ethiopian,"389 Centre St Jamaica Plain, MA 02130",2011,7,4.243,2017,29,19.52000046,0.029999999,0.379999995,0.0,12.73,11.5,566.0,1.0,11.0,0.0,60.0,0.3,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17,Cuchi Cuchi,$$$,3,"Tapas/Small Plates, Wine Bars, Cocktail Bars",Tapas/Small Plates,"795 Main St Cambridge, MA 02139",2005,13,4.146,2016,34,12.56000042,0.029999999,0.029999999,0.029999999,15.44,12.0,427.0,1.0,1.0,1.0,89.0,0.288,0,3,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
17,Cuchi Cuchi,$$$,3,"Tapas/Small Plates, Wine Bars, Cocktail Bars",Tapas/Small Plates,"795 Main St Cambridge, MA 02139",2005,13,4.129,2017,37,12.35000038,0.029999999,0.029999999,0.029999999,15.3,12.0,457.0,1.0,1.0,1.0,89.0,0.288,0,3,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
19,Jm Curley,$$,2,"American (New), Lounges",American (New),"21 Temple Pl Boston, MA 02111",2011,7,3.953,2016,17,7.409999847,0.059999999,0.0,0.0,10.83,10.0,126.0,1.0,0.0,0.0,95.0,0.216,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19,Jm Curley,$$,2,"American (New), Lounges",American (New),"21 Temple Pl Boston, MA 02111",2011,7,3.892,2017,18,10.39000034,0.170000002,0.0,0.0,13.0,8.0,187.0,3.0,0.0,0.0,95.0,0.216,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,KAVA neo-taverna,$$$,3,"Greek, Bars",Greek,"315 Shawmut Ave Boston, MA 02118",2016,2,4.333,2016,97,8.420000076,0.0,0.029999999,0.0,24.4,19.0,817.0,0.0,3.0,0.0,173.0,0.554,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,KAVA neo-taverna,$$$,3,"Greek, Bars",Greek,"315 Shawmut Ave Boston, MA 02118",2016,2,4.36,2017,35,6.769999981,0.0,0.090000004,0.0,27.6,22.0,237.0,0.0,3.0,0.0,173.0,0.554,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,Ma Maison,$$,2,"French, Cocktail Bars, Wine Bars",French,"272 Cambridge St Boston, MA 02114",2015,3,4.154,2016,36,8.170000076,0.029999999,0.109999999,0.059999999,26.57,22.0,294.0,1.0,4.0,2.0,114.0,0.629,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,Ma Maison,$$,2,"French, Cocktail Bars, Wine Bars",French,"272 Cambridge St Boston, MA 02114",2015,3,4.308,2017,33,8.090000153,0.059999999,0.150000006,0.059999999,27.08,22.0,267.0,2.0,5.0,2.0,114.0,0.629,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,Montien Thai Restaurant,$$,2,"Thai, Seafood, Cocktail Bars",Thai,"63 Stuart St Boston, MA 02116",2005,13,3.346,2016,37,16.04999924,0.0,0.0,0.0,14.78,11.95,594.0,0.0,0.0,0.0,103.0,0.317,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,Montien Thai Restaurant,$$,2,"Thai, Seafood, Cocktail Bars",Thai,"63 Stuart St Boston, MA 02116",2005,13,3.356,2017,91,18.34000015,0.01,0.0,0.0,14.78,11.95,1669.0,1.0,0.0,0.0,103.0,0.317,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
23,Oleana Restaurant,$$$,3,Mediterranean,Mediterranean,"134 Hampshire St Cambridge, MA 02139",2004,14,4.317,2016,32,17.34000015,0.0,0.029999999,0.029999999,25.33,23.0,555.0,0.0,1.0,1.0,176.0,0.323,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
23,Oleana Restaurant,$$$,3,Mediterranean,Mediterranean,"134 Hampshire St Cambridge, MA 02139",2004,14,4.313,2017,36,6.78000021,0.0,0.029999999,0.029999999,27.4,26.0,244.0,0.0,1.0,1.0,176.0,0.323,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24,Select Oyster Bar,$$$,3,"Seafood, Bars",Seafood,"50 Gloucester St Boston, MA 02115",2015,3,3.621,2016,24,6.960000038,0.0,0.039999999,0.079999998,22.0,12.0,167.0,0.0,1.0,2.0,108.0,0.516,0,3,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
24,Select Oyster Bar,$$$,3,"Seafood, Bars",Seafood,"50 Gloucester St Boston, MA 02115",2015,3,3.71,2017,24,6.960000038,0.0,0.039999999,0.079999998,21.65,12.0,167.0,0.0,1.0,2.0,108.0,0.516,0,3,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
25,Suya Joint All African Cuisine,$$,2,"African, Wine Bars, Cocktail Bars",African,"185 Dudley St Roxbury, MA 02119",2016,2,4.074,2016,37,14.77999973,0.079999998,0.079999998,0.0,14.5,12.0,547.0,3.0,3.0,0.0,32.0,0.292,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,Suya Joint All African Cuisine,$$,2,"African, Wine Bars, Cocktail Bars",African,"185 Dudley St Roxbury, MA 02119",2016,2,3.881,2017,22,20.0,0.140000001,0.090000004,0.0,15.22,13.0,440.0,3.0,2.0,0.0,32.0,0.292,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,Temazcal Tequila Cantina,$$$,3,"Mexican, Seafood, Cocktail Bars",Mexican,"250 Northern Ave Boston, MA 02210",2011,7,2.925,2016,53,12.73999977,0.0,0.059999999,0.02,20.39,14.0,675.0,0.0,3.0,1.0,74.0,0.348,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,Temazcal Tequila Cantina,$$$,3,"Mexican, Seafood, Cocktail Bars",Mexican,"250 Northern Ave Boston, MA 02210",2011,7,2.991,2017,57,10.35000038,0.0,0.07,0.02,19.55,16.0,590.0,0.0,4.0,1.0,74.0,0.348,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,Tiger Mama,$$$,3,"Thai, Vietnamese, Bars",Thai,"1363 Boylston St Boston, MA 02215",2015,3,3.585,2016,29,16.62000084,0.029999999,0.07,0.0,17.0,13.0,482.0,1.0,2.0,0.0,90.0,0.47,0,3,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
29,Tiger Mama,$$$,3,"Thai, Vietnamese, Bars",Thai,"1363 Boylston St Boston, MA 02215",2015,3,3.607,2017,22,12.85999966,0.0,0.050000001,0.050000001,17.0,13.0,283.0,0.0,1.0,1.0,90.0,0.47,0,3,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
30,Toro,$$$,3,"Tapas Bars, Spanish, Cocktail Bars",Spanish,"1704 Washington St Boston, MA 02118",2006,12,4.214,2016,45,15.77999973,0.0,0.02,0.07,13.77,8.0,710.0,0.0,1.0,3.0,135.0,0.484,0,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,Toro,$$$,3,"Tapas Bars, Spanish, Cocktail Bars",Tapas Bars,"1704 Washington St Boston, MA 02118",2006,12,4.215,2017,37,17.56999969,0.029999999,0.029999999,0.079999998,13.93,6.0,650.0,1.0,1.0,3.0,135.0,0.484,0,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,49 Social,$$$,3,American (New),American (New),"49 Temple Pl Boston, MA 02111",2011,7,3.201,2016,24,10.46000004,0.0,0.170000002,0.129999995,28.6,19.0,251.0,0.0,4.0,3.0,30.0,0.65,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,49 Social,$$$,3,American (New),American (New),"49 Temple Pl Boston, MA 02111",2011,7,3.263,2017,27,7.440000057,0.0,0.150000006,0.150000006,28.6,19.0,201.0,0.0,4.0,4.0,30.0,0.65,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,Island Creek Oyster Bar,$$$,3,"Seafood, Bars",Seafood,"500 Commonwealth Ave Boston, MA 02215",2010,8,4.5,2016,38,6.610000134,0.0,0.029999999,0.050000001,29.4,16.0,251.0,0.0,1.0,2.0,103.0,0.276,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,Island Creek Oyster Bar,$$$,3,"Seafood, Bars",Seafood,"500 Commonwealth Ave Boston, MA 02215",2010,8,4.28,2017,35,5.909999847,0.0,0.029999999,0.029999999,31.22,17.0,207.0,0.0,1.0,1.0,103.0,0.276,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,Anh Hong,$$,2,Vietnamese,Vietnamese,"291 Adams St Dorchester, MA 02122",2007,11,3.832,2016,71,17.71999931,0.029999999,0.109999999,0.0,9.78,8.95,1258.0,2.0,8.0,0.0,121.0,0.846,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,Anh Hong,$$,2,Vietnamese,Vietnamese,"291 Adams St Dorchester, MA 02122",2007,11,3.901,2017,71,17.71999931,0.029999999,0.109999999,0.0,9.31,7.95,1258.0,2.0,8.0,0.0,121.0,0.846,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,Antico Forno,$$,2,"Italian, Pizza",Italian,"93 Salem St Boston, MA 02113",2005,13,3.581,2016,74,15.77000046,0.0,0.180000007,0.01,25.0,24.0,1167.0,0.0,13.0,1.0,83.0,0.233,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,Antico Forno,$$,2,"Italian, Pizza",Italian,"93 Salem St Boston, MA 02113",2005,13,3.596,2017,50,17.10000038,0.0,0.239999995,0.0,25.0,24.0,855.0,0.0,12.0,0.0,83.0,0.233,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,Ashmont Grill,$$,2,American (Traditional),American (Traditional),"555 Talbot Ave Dorchester, MA 02124",2005,13,3.711,2016,42,13.38000011,0.100000001,0.02,0.119999997,20.5,15.0,562.0,4.0,1.0,5.0,40.0,0.231,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
37,Ashmont Grill,$$,2,American (Traditional),American (Traditional),"555 Talbot Ave Dorchester, MA 02124",2005,13,3.743,2017,33,8.880000114,0.119999997,0.059999999,0.059999999,22.6,19.0,293.0,4.0,2.0,2.0,40.0,0.231,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
38,Asmara Restaurant,$$,2,"Ethiopian, African, Beer Bar",Ethiopian,"739 Massachusetts Ave Cambridge, MA 02139",2005,13,3.663,2016,28,13.18000031,0.0,0.209999993,0.0,,,369.0,0.0,6.0,0.0,106.0,0.071,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
38,Asmara Restaurant,$$,2,"Ethiopian, African, Beer Bar",Ethiopian,"739 Massachusetts Ave Cambridge, MA 02139",2005,13,3.674,2017,33,15.06000042,0.0,0.150000006,0.0,,,497.0,0.0,5.0,0.0,106.0,0.071,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
39,Atlantic Fish,$$$,3,"Seafood, Live/Raw Food, Cocktail Bars",Seafood,"761 Boylston St Boston, MA 02116",2005,13,4.106,2016,153,9.319999695,0.029999999,0.039999999,0.01,31.06,22.0,1426.0,5.0,6.0,2.0,118.0,0.135,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,Atlantic Fish,$$$,3,"Seafood, Live/Raw Food, Cocktail Bars",Seafood,"761 Boylston St Boston, MA 02116",2005,13,4.103,2017,135,10.17000008,0.029999999,0.039999999,0.01,31.06,22.0,1373.0,4.0,5.0,1.0,118.0,0.135,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,Banyan Bar + Refuge,$$,3,"Asian Fusion, Tiki Bars, Vegetarian",Asian Fusion,"553 Tremont St Boston, MA 02116",2015,3,3.477,2016,22,14.81999969,0.0,0.050000001,0.090000004,12.57,8.0,326.0,0.0,1.0,2.0,116.0,0.843,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
40,Banyan Bar + Refuge,$$,2,"Asian Fusion, Tiki Bars, Vegetarian",Asian Fusion,"553 Tremont St Boston, MA 02116",2015,3,3.608,2017,25,14.52000046,0.0,0.079999998,0.0,11.8,5.0,363.0,0.0,2.0,0.0,116.0,0.843,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
44,Bricco,$$$,3,Wine Bars,Italian,"241 Hanover St Boston, MA 02113",2006,12,3.931,2016,68,13.25,0.059999999,0.129999995,0.150000006,23.56,20.0,901.0,4.0,9.0,10.0,109.0,0.27,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,Bricco,$$$,3,Wine Bars,Italian,"241 Hanover St Boston, MA 02113",2006,12,,2017,62,11.56000042,0.050000001,0.150000006,0.159999996,24.88,23.0,717.0,3.0,9.0,10.0,109.0,0.27,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,Bristol Restaurant and Bar,$$$,3,"American (New), Desserts, Breakfast & Brunch",American (New),"200 Boylston St Four Seasons Hotel Boston Boston, MA 02116",2005,13,3.551,2016,20,18.29999924,0.150000006,0.150000006,0.100000001,,,366.0,3.0,3.0,2.0,174.0,0.238,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,Bristol Restaurant and Bar,$$$,3,"American (New), Desserts, Breakfast & Brunch",American (New),"200 Boylston St Four Seasons Hotel Boston Boston, MA 02116",2005,13,3.592,2017,32,8.090000153,0.059999999,0.029999999,0.129999995,,,259.0,2.0,1.0,4.0,174.0,0.238,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,Brown Sugar Cafe,$$,2,Thai,Thai,"1033 Commonwealth Ave Boston, MA 02215",2005,13,3.992,2016,28,24.5,0.0,0.039999999,0.0,,,686.0,0.0,1.0,0.0,95.0,0.31,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
47,Brown Sugar Cafe,$$,2,Thai,Thai,"1033 Commonwealth Ave Boston, MA 02215",2005,13,3.991,2017,20,25.20000076,0.0,0.050000001,0.0,,,504.0,0.0,1.0,0.0,95.0,0.31,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
48,Brownstone,$$,2,"Bars, Breakfast & Brunch, American (New)",Bars,"111 Dartmouth St Boston, MA 02116",2006,12,3.438,2016,37,12.05000019,0.029999999,0.029999999,0.079999998,22.5,19.0,446.0,1.0,1.0,3.0,145.0,0.327,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
48,Brownstone,$$,2,"Bars, Breakfast & Brunch, American (New)",Bars,"111 Dartmouth St Boston, MA 02116",2006,12,3.507,2017,30,9.899999619,0.100000001,0.029999999,0.0,19.88,13.0,297.0,3.0,1.0,0.0,145.0,0.327,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
49,Catalyst Restaurant,$$$,3,"American (New), Desserts, Breakfast & Brunch",American (New),"300 Technology Sq Cambridge, MA 02139",2011,7,3.622,2016,26,11.77000046,0.0,0.119999997,0.079999998,21.73,11.0,306.0,0.0,3.0,2.0,82.0,0.256,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,Catalyst Restaurant,$$$,3,"American (New), Desserts, Breakfast & Brunch",American (New),"300 Technology Sq Cambridge, MA 02139",2011,7,3.655,2017,26,11.77000046,0.0,0.119999997,0.079999998,21.73,11.0,306.0,0.0,3.0,2.0,82.0,0.256,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,Da Vinci,$$$,3,Italian,Italian,"162 Columbus Ave Boston, MA 02116",2008,10,4.255,2016,36,26.0,0.079999998,0.170000002,0.0,25.5,23.0,936.0,3.0,6.0,0.0,53.0,0.409,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,Da Vinci,$$$,3,Italian,Italian,"162 Columbus Ave Boston, MA 02116",2008,10,4.246,2017,20,23.64999962,0.100000001,0.150000006,0.050000001,27.33,21.0,473.0,2.0,3.0,1.0,53.0,0.409,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,Del Frisco??s Double Eagle Steakhouse,$$$$,4,"Seafood, Steakhouses, American (Traditional)",Seafood,"250 Northern Ave Ste 200 Boston, MA 02210",2011,7,3.664,2016,49,8.529999733,0.100000001,0.059999999,0.039999999,39.64,33.0,418.0,5.0,3.0,2.0,73.0,0.796,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,Del Frisco??s Double Eagle Steakhouse,$$$$,4,"Seafood, Steakhouses, American (Traditional)",Seafood,"250 Northern Ave Ste 200 Boston, MA 02210",2011,7,3.659,2017,47,8.850000381,0.109999999,0.039999999,0.039999999,42.75,37.0,416.0,5.0,2.0,2.0,73.0,0.796,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53,Desfina Restaurant,$$,2,"Greek, Mediterranean, American (Traditional)",Greek,"202 3rd St Cambridge, MA 02141",2006,12,3.855,2016,58,11.60000038,0.02,0.07,0.0,16.98,12.99,673.0,1.0,4.0,0.0,79.0,0.182,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53,Desfina Restaurant,$$,2,"Greek, Mediterranean, American (Traditional)",Greek,"202 3rd St Cambridge, MA 02141",2006,12,3.823,2017,56,12.40999985,0.02,0.07,0.0,17.58,12.99,695.0,1.0,4.0,0.0,79.0,0.182,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,Deuxave,$$$,3,"American (New), Bars",American (New),"371 Commonwealth Ave Boston, MA 02115",2010,8,4.185,2016,38,24.54999924,0.0,0.370000005,0.529999971,,,933.0,0.0,14.0,20.0,95.0,0.214,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,Deuxave,$$$,3,"American (New), Bars",American (New),"371 Commonwealth Ave Boston, MA 02115",2010,8,4.218,2017,38,23.45000076,0.029999999,0.289999992,0.469999999,,,891.0,1.0,11.0,18.0,95.0,0.214,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,Estragon,$$,2,"Tapas Bars, Spanish",Tapas Bars,"700 Harrison Ave Boston, MA 02118",2008,10,3.736,2016,55,12.0,0.0,0.180000007,0.0,14.31,9.5,660.0,0.0,10.0,0.0,150.0,0.2,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,Estragon,$$,2,"Tapas Bars, Spanish",Tapas Bars,"700 Harrison Ave Boston, MA 02118",2008,10,3.73,2017,55,12.0,0.0,0.180000007,0.0,15.44,9.5,660.0,0.0,10.0,0.0,150.0,0.2,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,Ganko Ittetsu Ramen,$$,2,Ramen,Ramen,"318 Harvard St Unit 3 Brookline, MA 02446",2015,3,3.905,2016,5,17.20000076,0.0,0.600000024,0.0,,,86.0,0.0,3.0,0.0,103.0,0.47,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,Ganko Ittetsu Ramen,$$,2,Ramen,Ramen,"318 Harvard St Unit 3 Brookline, MA 02446",2015,3,4.063,2017,6,18.5,0.0,0.5,0.0,,,111.0,0.0,3.0,0.0,103.0,0.47,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
58,Gaslight,$$,2,"French, American (New), Cocktail Bars",Modern European,"560 Harrison Ave Boston, MA 02118",2007,11,3.923,2016,50,13.18000031,0.0,0.219999999,0.0,22.4,16.5,659.0,0.0,11.0,0.0,119.0,0.675,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
58,Gaslight,$$,2,"French, American (New), Cocktail Bars",Modern European,"560 Harrison Ave Boston, MA 02118",2007,11,3.933,2017,44,13.25,0.0,0.090000004,0.0,24.98,18.5,583.0,0.0,4.0,0.0,119.0,0.675,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,Giulia,$$$,3,Italian,Italian,"1682 Massachusetts Ave Cambridge, MA 02138",2012,6,4.43,2016,39,13.48999977,0.0,0.029999999,0.209999993,18.63,17.0,526.0,0.0,1.0,8.0,107.0,0.175,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,Giulia,$$$,3,Italian,Italian,"1682 Massachusetts Ave Cambridge, MA 02138",2012,6,4.419,2017,39,13.59000015,0.0,0.029999999,0.209999993,18.63,17.0,530.0,0.0,1.0,8.0,107.0,0.175,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,Greek Corner Restaurant,$$,2,"Greek, Mediterranean",Greek,"2366 Massachusetts Ave Cambridge, MA 02140",2005,13,4.051,2016,75,12.03999996,0.0,0.01,0.0,15.41,13.25,903.0,0.0,1.0,0.0,91.0,0.146,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,Greek Corner Restaurant,$$,2,"Greek, Mediterranean",Greek,"2366 Massachusetts Ave Cambridge, MA 02140",2005,13,4.032,2017,74,12.27000046,0.0,0.01,0.0,15.47,13.25,908.0,0.0,1.0,0.0,91.0,0.146,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
61,Green Street,$$,2,"Bars, American (New), Desserts",American (New),"280 Green St Cambridge, MA 02139",2006,12,3.885,2016,13,10.53999996,0.0,0.150000006,0.079999998,19.13,11.0,137.0,0.0,2.0,1.0,117.0,0.175,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
61,Green Street,$$,2,"Bars, American (New), Desserts",American (New),"280 Green St Cambridge, MA 02139",2006,12,3.87,2017,14,10.43000031,0.0,0.140000001,0.07,21.78,12.0,146.0,0.0,2.0,1.0,117.0,0.175,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
62,Henrietta's Table,$$$,3,"American (New), Breakfast & Brunch",American (New),"1 Bennett St Cambridge, MA 02138",2005,13,3.585,2016,21,13.95,0.0,0.14,0.24,,,293.0,0.0,3.0,5.0,77.0,0.129,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
62,Henrietta's Table,$$$,3,"American (New), Breakfast & Brunch",American (New),"1 Bennett St Cambridge, MA 02138",2005,13,3.593,2017,26,13.23,0.04,0.12,0.19,,,344.0,1.0,3.0,5.0,77.0,0.129,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
63,James Hook & Co,$$,2,"Seafood, Seafood Markets",Seafood,"15-17 Northern Ave Boston, MA 02110",2007,11,4.219,2016,72,31.75,0.189999998,0.01,0.0,,,2286.0,14.0,1.0,0.0,95.0,0.164,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
63,James Hook & Co,$$,2,"Seafood, Seafood Markets",Seafood,"15-17 Northern Ave Boston, MA 02110",2007,11,4.203,2017,72,31.80999947,0.189999998,0.01,0.0,,,2290.0,14.0,1.0,0.0,95.0,0.164,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64,Kelley Square Pub,$$,2,"Pubs, American (Traditional), Pizza",Pubs,"84 Bennington St East Boston, MA 02128",2008,10,3.957,2016,129,5.289999962,0.039999999,0.0,0.0,15.97,9.95,682.0,5.0,0.0,0.0,56.0,0.2,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64,Kelley Square Pub,$$,2,"Pubs, American (Traditional), Pizza",Pubs,"84 Bennington St East Boston, MA 02128",2008,10,3.894,2017,124,5.670000076,0.039999999,0.0,0.0,16.27,9.95,703.0,5.0,0.0,0.0,56.0,0.2,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
65,La Voile,$$$,3,French,French,"261 Newbury St Boston, MA 02116",2007,11,4.055,2016,34,15.61999989,0.119999997,0.150000006,0.059999999,34.83,22.0,531.0,4.0,5.0,2.0,84.0,0.271,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
65,La Voile,$$$,3,French,French,"261 Newbury St Boston, MA 02116",2007,11,4.064,2017,31,10.57999992,0.059999999,0.25999999,0.0,35.0,22.0,328.0,2.0,8.0,0.0,84.0,0.271,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
66,Les Zygomates,$$$,3,"French, Wine Bars, Jazz & Blues",French,"129 South St Boston, MA 02111",2005,13,3.76,2016,23,15.30000019,0.0,0.170000002,0.0,29.33,23.0,352.0,0.0,4.0,0.0,166.0,0.279,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
66,Les Zygomates,$$$,3,"French, Wine Bars, Jazz & Blues",French,"129 South St Boston, MA 02111",2005,13,3.744,2017,23,16.17000008,0.0,0.170000002,0.039999999,29.0,23.0,372.0,0.0,4.0,1.0,166.0,0.279,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
