id_n,restaurant_name,restaurant_yelp_price,restaurant_yelp_pricelevel,restaurant_yelp_cuisine,restaurant_main_cuisine,restaurant_address,restaurant_year_opened,restaurant_age,restaurant_yelp_av_rating,menu_year,menu_n_dishes,menu_descr_length,menu_descr_size,menu_craft_auth,menu_nat_auth,menu_avg_price,menu_min_price,menu_descr_length_abs,menu_descr_size_abs,menu_craft_auth_abs,menu_nat_auth_abs,reviewer_experience,reviewer_local,dc,michelin_rank,restaurant_star,guide_dummy,menu_year2017,best_out_dc,control_1,trend_dc,trend_boston,price_matched,priorstanding,priorstanding_vs_control1,priorstanding_vs_control2
116,Boqueria,$$$,3,"Tapas Bars, Spanish",Tapas Bars,1837 M St NW,2012,6,3.943,2017,18,16.17000008,0.0,0.170000002,0.170000002,10.71,5.0,291.0,0.0,3.0,3.0,116.0,0.257,1,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
117,Bourbon Steak,$$$$,4,Steakhouses,Steakhouses,2800 Pennsylvania Ave NW,2007,11,4.097,2016,54,7.199999809,0.02,0.059999999,0.129999995,37.33,29.0,389.0,1.0,3.0,7.0,126.0,0.203,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
117,Bourbon Steak,$$$$,4,Steakhouses,Steakhouses,2800 Pennsylvania Ave NW,2007,11,4.097,2017,63,11.56999969,0.0,0.02,0.079999998,44.0,29.0,729.0,0.0,1.0,5.0,126.0,0.203,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
118,Cava Mezze,$$,2,"Tapas/Small Plates, Greek, Mediterranean",Greek,2940 Clarendon Blvd,2009,9,4.036,2016,41,12.0,0.0,0.02,0.0,14.57,12.0,492.0,0.0,1.0,0.0,81.0,0.148,1,2,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118,Cava Mezze,$$,2,"Tapas/Small Plates, Greek, Mediterranean",Greek,2940 Clarendon Blvd,2009,9,4.036,2017,44,9.5,0.0,0.02,0.0,13.5,12.0,418.0,0.0,1.0,0.0,81.0,0.148,1,2,0.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,Chercher Ethiopian Restaurant & Mart,$$,2,Ethiopian,Ethiopian,1334 9th St NW,2012,6,4.482,2016,5,13.0,0.0,0.400000006,0.0,14.0,12.99,65.0,0.0,2.0,0.0,161.0,0.25,1,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
119,Chercher Ethiopian Restaurant & Mart,$$,2,Ethiopian,Ethiopian,1334 9th St NW,2012,6,4.482,2017,5,10.80000019,0.0,0.400000006,0.0,14.0,12.99,54.0,0.0,2.0,0.0,161.0,0.25,1,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,Convivial,$$,2,"American (New), French, Bars",American (New),801 O St NW,2015,3,4.145,2016,33,10.21000004,0.0,0.029999999,0.059999999,18.0,17.0,337.0,0.0,1.0,2.0,146.0,0.514,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
122,Convivial,$$,2,"American (New), French, Bars",American (New),801 O St NW,2015,3,4.145,2017,30,11.27000046,0.0,0.100000001,0.029999999,18.0,16.0,338.0,0.0,3.0,1.0,146.0,0.514,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
123,Daikaya Ramen Shop,$$,2,Ramen,Japanese,705 6th St NW Fl 1,2013,5,3.869,2016,38,10.18000031,0.0,0.029999999,0.0,9.19,7.5,387.0,0.0,1.0,0.0,83.0,0.336,1,2,0.0,1,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
123,Daikaya Ramen Shop,$$,2,Ramen,Japanese,705 6th St NW Fl 1,2013,5,3.869,2017,38,10.63000011,0.0,0.050000001,0.0,10.0,10.0,404.0,0.0,2.0,0.0,83.0,0.336,1,2,0.0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
124,Das Ethiopian,$$,2,"Ethiopian, Vegetarian",Ethiopian,1201 28th St NW,2011,7,3.889,2016,34,15.90999985,0.0,0.209999993,0.0,17.37,14.95,541.0,0.0,7.0,0.0,78.0,0.227,1,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,Das Ethiopian,$$,2,"Ethiopian, Vegetarian",Ethiopian,1201 28th St NW,2011,7,3.889,2017,30,15.36999989,0.0,0.270000011,0.0,18.86,16.25,461.0,0.0,8.0,0.0,78.0,0.227,1,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127,Del Campo,$$$,3,"Peruvian, Argentine, Steakhouses",Peruvian,777 I St NW,2013,5,3.669,2016,34,15.90999985,0.0,0.209999993,0.0,14.14,11.0,541.0,0.0,7.0,0.0,104.0,0.274,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
127,Del Campo,$$$,3,"Peruvian, Argentine, Steakhouses",Peruvian,777 I St NW,2013,5,3.669,2017,44,7.949999809,0.02,0.0,0.050000001,15.57,14.0,350.0,1.0,0.0,2.0,104.0,0.274,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
128,DGS Delicatessen,$$,2,Delis,Delis,1317 Connecticut Ave NW,2012,6,3.562,2016,44,10.59000015,0.02,0.07,0.0,17.67,16.0,466.0,1.0,3.0,0.0,94.0,0.494,1,2,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
128,DGS Delicatessen,$$,2,Delis,Delis,1317 Connecticut Ave NW,2012,6,3.562,2017,26,11.88000011,0.039999999,0.039999999,0.079999998,17.14,15.0,309.0,1.0,1.0,2.0,94.0,0.494,1,2,0.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
129,District Commons,$$,2,"Beer Bar, Cocktail Bars, American (Traditional)",American (New),2200 Pennsylvania Ave NW,2011,7,3.459,2016,39,16.45999908,0.050000001,0.129999995,0.230000004,21.15,15.0,642.0,2.0,5.0,9.0,87.0,0.325,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
129,District Commons,$$,2,"Beer Bar, Cocktail Bars, American (Traditional)",American (New),2200 Pennsylvania Ave NW,2011,7,3.459,2017,40,16.82999992,0.029999999,0.100000001,0.180000007,21.15,15.0,673.0,1.0,4.0,7.0,87.0,0.325,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130,Doi Moi,$$,3,"Vietnamese, Thai, Asian Fusion",Vietnamese,1800 14th St NW,2013,5,3.424,2016,22,9.050000191,0.0,0.090000004,0.050000001,18.08,10.0,199.0,0.0,2.0,1.0,95.0,0.438,1,3,0.0,1,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
130,Doi Moi,$$,2,"Vietnamese, Thai, Asian Fusion",Vietnamese,1800 14th St NW,2013,5,3.424,2017,32,9.93999958,0.0,0.129999995,0.029999999,19.53,10.0,318.0,0.0,4.0,1.0,95.0,0.438,1,3,0.0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
131,Due South,$$,2,"Southern, Barbeque",Southern,301 Water St SE,2015,3,3.701,2016,24,15.03999996,0.0,0.129999995,0.170000002,20.4,15.0,361.0,0.0,3.0,4.0,107.0,0.506,1,2,0.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
131,Due South,$$,2,"Southern, Barbeque",Southern,301 Water St SE,2015,3,3.701,2017,24,14.82999992,0.0,0.129999995,0.170000002,20.64,15.0,356.0,0.0,3.0,4.0,107.0,0.506,1,2,0.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
132,Eatbar,$$,2,"Bars, American (New), Burgers",Bars,415 8th St SE,2016,2,4.385,2016,31,6.130000114,0.0,0.0,0.029999999,15.8,13.0,190.0,0.0,0.0,1.0,147.0,0.625,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
